item,"节目名称","收看人数","收看人次","收看时长（小时）","户均访问时长（分钟）","次均访问时长（分钟）","户均访问次数"
230447,"苏打绿《我好想你》",2009,4110,"286.33","8.55","4.18","2.05"
44723,"电击小子",2001,25020,"5408.46","162.17","12.97","12.50"
272447,"暗花",1999,20557,"8893.67","266.94","25.96","10.28"
216642,"尖刀战士",1997,18962,"9546.88","286.84","30.21","9.50"
210338,"叶问：终极一战",1991,2951,"2075.45","62.55","42.20","1.48"
220252,"包青天之开封奇案",1988,25047,"8811.65","265.95","21.11","12.60"
124526,"变形金刚",1987,4234,"1773.22","53.54","25.13","2.13"
261112,"凤凰传奇《荷塘月色》",1987,4263,"213.25","6.44","3.00","2.15"
202852,"逆世界",1978,3040,"1689.00","51.23","33.34","1.54"
217148,"史上最聪明的切西瓜方法",1977,2538,"160.26","4.86","3.79","1.28"
334873,"六颗子弹",1977,2644,"2092.81","63.51","47.49","1.34"
117117,"超决战！贝利亚银河帝国",1976,5025,"2164.04","65.71","25.84","2.54"
266279,"8号囚室",1971,2705,"230.53","7.02","5.11","1.37"
141393,"二次曝光",1964,2800,"1763.36","53.87","37.79","1.43"
44348,"奇思妙想喜羊羊",1963,17591,"2926.17","89.44","9.98","8.96"
237847,"快乐大本营之文章展现武星魅力",1953,4121,"1930.16","59.30","28.10","2.11"
231998,"Dal Shabet《看看我的腿》",1952,2936,"136.68","4.20","2.79","1.50"
108920,"黑猫警长",1951,11801,"2432.92","74.82","12.37","6.05"
334121,"Trouble Maker19禁新单《没有明天》",1950,2761,"130.93","4.03","2.85","1.42"
67967,"我是特种兵",1949,13182,"4178.09","128.62","19.02","6.76"
258149,"蜂鸟",1944,2854,"2217.75","68.45","46.62","1.47"
265324,"结婚那件事",1944,2645,"1636.07","50.50","37.11","1.36"
246971,"寿司女孩",1938,2606,"1103.74","34.17","25.41","1.34"
170980,"太极2:英雄崛起",1928,2871,"1835.56","57.12","38.36","1.49"
217122,"陈奕迅《海阔天空》",1928,2918,"115.18","3.58","2.37","1.51"
19212,"僵尸先生",1924,3707,"2607.63","81.32","42.21","1.93"
329929,"致命闪玩",1922,2542,"969.21","30.26","22.88","1.32"
68408,"逆战",1920,3196,"1730.93","54.09","32.50","1.66"
216998,"朵拉的生日大冒险",1917,5965,"2165.68","67.78","21.78","3.11"
46863,"爱情公寓2",1916,22736,"6372.28","199.55","16.82","11.87"
223726,"上阵焃子兵",1915,21874,"7770.79","243.47","21.32","11.42"
275385,"Secret《Love Is Move》",1914,2920,"134.23","4.21","2.76","1.53"
123702,"死亡飞车",1908,2934,"2025.01","63.68","41.41","1.54"
223313,"吴莫愁《就现在》",1908,3872,"210.90","6.63","3.27","2.03"
258762,"《一夜惊喜》徐峥特辑",1905,2598,"41.46","1.31","0.96","1.36"
197655,"通俗喜剧",1903,2581,"1127.86","35.56","26.22","1.36"
329239,"X战警3：背水一战",1898,2716,"2030.52","64.19","44.86","1.43"
269652,"兔小贝故事",1897,37482,"1258.77","39.81","2.02","19.76"
258310,"Secret 《Madonna》",1896,2773,"124.75","3.95","2.70","1.46"
64061,"大魔术师",1895,2934,"2336.96","73.99","47.79","1.55"
222265,"小马宝莉",1894,39143,"8460.32","268.01","12.97","20.67"
341684,"BESTie《扑通扑通》",1892,2306,"97.06","3.08","2.53","1.22"
253334,"神偷奶爸 3D",1887,2909,"900.60","28.64","18.58","1.54"
288757,"凤凰传奇《御龙归字谣》",1884,2911,"171.44","5.46","3.53","1.55"
227169,"史前巨鳄最终章",1876,2740,"1349.42","43.16","29.55","1.46"
204974,"王菲《致青春》",1874,2918,"145.41","4.66","2.99","1.56"
281274,"《弯刀杀戮》限制级预告 辣妞挺胸喷火干掉爷们",1873,2407,"64.20","2.06","1.60","1.29"
339124,"《私人订制》女神特辑 白百何李小璐双姝争艳",1872,2323,"134.34","4.31","3.47","1.24"
330037,"全能星战民歌之夜 龚琳娜“逆袭”",1867,2681,"1864.62","59.92","41.73","1.44"
274244,"昆塔盒子总动员",1866,3100,"948.51","30.50","18.36","1.66"
249305,"变身超人",1859,3077,"1360.74","43.92","26.53","1.66"
339409,"无人区黄渤徐峥再联手巅疯贺岁",1859,2190,"82.25","2.65","2.25","1.18"
99380,"偷情许可证",1851,3252,"1133.50","36.74","20.91","1.76"
110628,"独眼巨人",1847,2524,"987.97","32.09","23.49","1.37"
20332,"文雀",1846,2320,"1443.13","46.91","37.32","1.26"
329298,"逗逗迪迪 汉字小侦探",1846,25583,"3263.29","106.07","7.65","13.86"
150843,"钢铁侠",1839,3184,"1787.49","58.32","33.68","1.73"
182335,"猪猪侠之幸福救援队",1835,18331,"2804.09","91.69","9.18","9.99"
223036,"小美人鱼",1827,7089,"1411.52","46.36","11.95","3.88"
234941,"Girls Day《女总统》",1824,2987,"131.55","4.33","2.64","1.64"
165922,"女子冒充演员卖淫",1821,2372,"153.54","5.06","3.88","1.30"
225358,"大叔，我爱你",1819,2546,"2099.56","69.25","49.48","1.40"
235557,"疯狂原始人",1818,2960,"1332.39","43.97","27.01","1.63"
20000,"唐伯虎点秋香",1816,2879,"1744.82","57.65","36.36","1.59"
124354,"指环王3:王者无敌",1815,2888,"1755.57","58.04","36.47","1.59"
252029,"毒火线",1813,2536,"1625.51","53.80","38.46","1.40"
326295,"《地心引力》特辑 年度高口碑科幻大片",1810,2237,"98.58","3.27","2.64","1.24"
335374,"《X战警前传2》中文预告 豪华阵容范爷亮相",1809,2092,"81.09","2.69","2.33","1.16"
170560,"金泫雅《Bubble Pop》",1808,2930,"150.08","4.98","3.07","1.62"
93301,"曲婉婷《我的歌声里》",1804,2993,"156.91","5.22","3.15","1.66"
254262,"Tahiti《Love Sick》",1802,3017,"139.00","4.63","2.76","1.67"
109038,"卑鄙的我：香蕉",1795,3188,"171.27","5.72","3.22","1.78"
144719,"罗宾汉和他的机灵鼠",1794,3618,"1390.47","46.50","23.06","2.02"
19480,"跟我的前妻谈恋爱",1788,2572,"1732.54","58.14","40.42","1.44"
328275,"异能感应",1779,2627,"1282.89","43.27","29.30","1.48"
332122,"正义联盟",1779,2290,"1020.48","34.42","26.74","1.29"
167774,"异星战场",1778,2734,"1509.57","50.94","33.13","1.54"
222266,"同谋",1776,2647,"1901.22","64.23","43.10","1.49"
44314,"赛尔号-寻找凤凰神兽",1775,4315,"1447.22","48.92","20.12","2.43"
