lx750a, 2014-03-25, 168985, 188456192
lx750a, 2014-03-26, 163436, 177317716
lx750a, 2014-03-27, 168544, 179969534
lx750a, 2014-03-28, 191205, 202871859
lx750a, 2014-03-29, 265592, 300785532
lx750a, 2014-03-30, 256412, 293737100
lx750a, 2014-03-31, 189317, 193827824
lx750a, 2014-04-01, 189205, 188793619
lx750a, 2014-04-02, 196882, 186843334
lx750a, 2014-04-03, 187048, 180710512
lx750a, 2014-04-04, 208045, 207713868
lx750a, 2014-04-05, 270708, 288223144
lx750a, 2014-04-06, 280200, 293625896
lx750a, 2014-04-07, 262500, 273573356
lx750a, 2014-04-08, 184546, 185196161
ds70a, 2014-03-01, 8014, 9313772
ds70a, 2014-03-02, 7516, 7769760
ds70a, 2014-03-03, 5320, 4828494
ds70a, 2014-03-04, 5418, 5576632
ds70a, 2014-03-05, 5111, 5959873
ds70a, 2014-03-06, 4926, 4837304
ds70a, 2014-03-07, 5346, 5978972
ds70a, 2014-03-08, 7470, 8438552
ds70a, 2014-03-09, 7607, 8005281
ds70a, 2014-03-10, 5006, 4831862
ds70a, 2014-03-11, 4972, 4650326
ds70a, 2014-03-12, 5027, 5519825
ds70a, 2014-03-13, 4799, 5254027
ds70a, 2014-03-14, 5586, 5782331
ds70a, 2014-03-15, 6969, 8458926
ds70a, 2014-03-16, 6594, 8392588
ds70a, 2014-03-17, 4765, 5457452
ds70a, 2014-03-18, 4610, 5062070
ds70a, 2014-03-19, 4940, 4673108
ds70a, 2014-03-20, 5164, 5349523
ds70a, 2014-03-21, 4961, 5894635
ds70a, 2014-03-22, 6809, 8371880
ds70a, 2014-03-23, 6647, 8520664
ds70a, 2014-03-24, 4376, 5562276
ds70a, 2014-03-25, 4697, 5150225
ds70a, 2014-03-26, 4550, 5381337
ds70a, 2014-03-27, 4807, 5242612
ds70a, 2014-03-28, 4977, 5458080
ds70a, 2014-03-29, 7627, 9371428
ds70a, 2014-03-30, 6893, 8086992
ds70a, 2014-03-31, 5132, 5175435
ds70a, 2014-04-01, 5332, 5964046
ds70a, 2014-04-02, 5558, 5516251
ds70a, 2014-04-03, 5345, 4206537
ds70a, 2014-04-04, 5686, 6109524
ds70a, 2014-04-05, 7356, 8171361
ds70a, 2014-04-06, 7992, 8894524
ds70a, 2014-04-07, 7410, 7869019
ds70a, 2014-04-08, 5588, 5569902
k72, 2014-03-01, 2149, 1981882
k72, 2014-03-02, 2419, 2319632
k72, 2014-03-03, 1720, 1855035
k72, 2014-03-04, 1547, 1180717
k72, 2014-03-05, 1533, 1043437
k72, 2014-03-06, 1555, 1363146
k72, 2014-03-07, 1785, 1259831
k72, 2014-03-08, 2272, 1801488
k72, 2014-03-09, 2116, 1659188
k72, 2014-03-10, 1432, 1052968
k72, 2014-03-11, 1510, 1169248
k72, 2014-03-12, 1388, 1044487
k72, 2014-03-13, 1645, 1422509
k72, 2014-03-14, 1456, 1069038
k72, 2014-03-15, 2142, 2191758
k72, 2014-03-16, 1794, 1608053
k72, 2014-03-17, 1360, 1468412
k72, 2014-03-18, 1531, 1467870
k72, 2014-03-19, 1467, 1211983
k72, 2014-03-20, 1246, 1076843
k72, 2014-03-21, 1598, 1275588
k72, 2014-03-22, 1937, 1986323
k72, 2014-03-23, 1833, 1753492
k72, 2014-03-24, 1198, 1164007
k72, 2014-03-25, 1484, 1272589
k72, 2014-03-26, 1415, 1056104
k72, 2014-03-27, 1292, 1091853
k72, 2014-03-28, 1489, 1438829
k72, 2014-03-29, 2076, 2175460
k72, 2014-03-30, 2067, 1722988
k72, 2014-03-31, 1563, 1218922
k72, 2014-04-01, 1808, 1259599
k72, 2014-04-02, 1877, 1178395
k72, 2014-04-03, 1773, 1324510
k72, 2014-04-04, 1971, 1615740
k72, 2014-04-05, 2378, 2292457
k72, 2014-04-06, 2531, 2244663
k72, 2014-04-07, 2423, 1895796
k72, 2014-04-08, 1684, 1393224
lx850a, 2014-03-01, 69704, 75666716
lx850a, 2014-03-02, 71750, 72224036
lx850a, 2014-03-03, 50113, 49220280
lx850a, 2014-03-04, 46587, 47131931
lx850a, 2014-03-05, 42855, 44553736
