261645,富春山居图
78917,真心话大冒险
78918,情谜
278334,不二神探
18882,万有引力
110410,魅妆
108394,四大名捕
282542,笔仙2
61580,惊悚之夜
107923,大武当之天地密码
94610,第一次
389413,怒放之青春再见
401090,甜蜜杀机 终极预告
19394,赵氏孤儿
389416,我的美丽王国
210357,凶间雪山
92650,大追捕
397129,完美假妻168 预告片
85787,钢的琴
380733,风雪武者
19152,夜惊魂
19370,让子弹飞
208107,爱神
172833,绝世好Bra
144778,华丽之后 DIVA
398125,六福喜事
20281,门徒
369814,葛优经典语录集锦
20044,高兴
76742,春娇与志明
142612,爱有来生
406029,过界男女
178807,人再囧途之泰囧
341814,陌陌含情
19973,保持通话
403110,谁说我们不会爱
19971,大话西游之仙履奇缘
19970,金钱帝国
410002,完美超越
410001,西游记之大闹天宫
118340,一夜成名
208031,在一起
208030,危情营救
353700,路谱
340617,青春盛宴
407123,同桌的你 预告片
409395,江南爱情故事
367838,一路顺疯
20219,夜宴
96653,财神客栈
52462,青春失乐园
124452,街头之王
88926,结婚狂想曲
88925,画壁
365572,暴躁天使
392751,诡镇
360503,绿茶妹2
229685,我们都是坏孩子
377572,夜店北京2女神禁区
216205,厨子戏子痞子
216207,孤岛惊魂2
79614,桃姐
141536,太极1从零开始
199606,厨子戏子痞子 特辑
334906,非常幸运
349129,我想和你好好的
349128,回到爱开始的地方
128129,听风者
265223,夜店北京
261605,校花诡异事件
258445,大片
258444,别跟我谈高富帅
258446,百万爱情宝贝
98989,半夜不要照镜子
187532,爱谁谁
401056,整容日记 预告片
390445,情人节夺魂夜
19058,幸存日
279315,绝命派对
352500,铁血娇娃
19052,硬汉2
340361,无人区 制作特辑
19056,大人物
351479,超级经纪人
371683,柠檬的爱情
107393,决战刹马镇
88845,光棍终结者
88844,爱封了
88847,夏日恋神马
272192,爱爱囧事
88848,床下有人
279091,天台爱情
380738,爸爸去哪儿 终极预告
400271,周恩来的四个昼夜
400270,刺客
207961,越来越好之村晚
409224,石斛兰
364275,我的男男男男朋友
19621,恋爱通告
123360,双截棍
137165,白鹿原
353174,2014贺岁片抢先看
88216,新警察故事
332755,青春派
101594,倭寇的踪迹
390219,囧蛋奇兵
78921,疯狂的蠢贼
101593,荒岛情未了
227215,台湾电影30年佳片盘点
107496,武林外传电影版
107495,我爱HK开心万岁
107494,苏乞儿
107492,大内密探零零狗
107490,B+侦探
108956,不能说的秘密
69549,翻滚吧！阿信
19153,单身男女
19759,无人驾驶
214840,毒战
280929,摩登年代
157795,僵尸新战士
96566,玩酷青春
84401,地域无门
84402,爱在那一天
345909,狄仁杰之神都龙王
258941,刺夜
336424,大闹天宫 预告片
187743,热血雷锋侠
392240,迷魂之密室逃脱
183942,止杀令 预告片
173607,三个未婚妈妈
20316,风声
160174,哭笑不得
284790,绑架大明星
19231,我们约会吧
214168,北京遇上西雅图
384793,等风来
385702,2014春节电影大赏
384791,甜心巧克力
384659,禁忌游戏之迷藏
388499,生死拳
331664,玛德2号
52079,与时尚同居
170980,太极2:英雄崛起
