238375,西游·降魔篇
231541,激战 预告片
138642,危险关系
339353,高中那点破事
161752,守株人
124627,爆笑角斗士
124626,纽约客@上海
252703,爱情调剂师
192886,一代宗师
81878,孤岛惊魂
395889,盗马记 特辑
375456,光棍奇遇记
326546,海天盛宴 韦口
396539,制服
409752,前任攻略
362054,金刚王
64261,亲密敌人
64260,龙门飞甲
111308,车在囧途
394740,催眠大师 预告片
61693,梦游
349606,冷瞳
256225,一路狂奔
349605,公主的诱惑
64061,大魔术师
337535,古镇凶灵之巫咒缠身
401767,百万巨鳄
211184,不二神探 预告片
176420,万箭穿心
133835,边境风云
207464,冰雪11天
360499,三笑之才子佳人
371800,大闹天宫 预告片
340476,嫩子
264295,艳遇
190195,西游降魔篇 策划
190193,愤怒的小孩
282539,激战
396618,喜爱夜蒲3
102145,浮出水面的影子
219113,人间蒸发
61592,武侠
19062,云下的日子
19065,守望者：罪恶迷途
89266,蛋炒饭
19147,奋斗 
406102,团圆
383908,私人订制
272712,小时代2:青木时代
171862,美男记
379607,柠檬
133781,毕业那年
358692,金陵十三钗
179702,西游·降魔篇 特辑
244496,王牌情敌
110066,火龙对决
353788,夜色
88229,我是植物人
201136,毒战 特辑
107748,甲午大海战
19703,嘻游记
376003,风暴
116727,残梦
264043,盲探
377142,我为相亲狂
335875,三分钟先生
396565,非秀不可
376009,爸爸去哪儿 动物特辑
361110,潘多拉的宝剑
358278,生命树下
353916,冲锋战警
345332,借你俩胆
345331,无间罪
407039,太阳脸
231077,亲爱
128260,我爱HK喜上加喜
375086,大话天仙 预告片
179554,幸福迷途
64162,我愿意
328557,娱乐圈系列之姐妹
339409,无人区 预告片
225297,笑功震武林
190402,富春山居图 预告片
88914,嘿店
179927,伤心童话
280931,疯狂的导演
49572,幸福额度
354945,做茧
193105,忠烈杨家将 预告片
208099,全城高考
336583,角色
19761,双食记
345248,梦幻岛
61406,开心魔法
79404,台北飘雪
20127,男儿本色
390296,飞虎出征
159269,浮城谜事
389138,大闹天宫 正片片段
357067,明天记得爱上我
157658,男人如衣服
366467,白狐
161850,床上关系
389130,黑萝莉与白萝莉
249305,变身超人
351255,私人订制 4人组特辑
93770,宝岛双雄
373401,诡婴吉咪
373403,我爱的是你爱我
350987,撕票风云
207983,爱情不NG
155728,苍井空 Let Me Go
244215,太极2:英雄崛起 3D
219028,萧红
361488,私人订制超长特辑
236930,十二生肖 3D
334411,心战
99438,赛车传奇
273268,天神传
338288,一座城池
19038,最爱
19742,家有喜事2009
389794,僵尸
162804,2B青年的不醉人生
56314,鸿门宴
177242,地下室惊魂
222268,石器时代百万大侦探
379145,一场风花雪月的事
383617,大闹天宫 终极预告
403002,追爱大布局 预告片
222266,同谋
222267,大野狼和小绵羊
222260,忠烈杨家将
282087,一夜惊喜
20305,游龙戏凤
101060,浮城大亨
401850,英雄之战 预告片
71446,夺命金
67502,三枪拍案惊奇
87672,嫁个100分男人
396550,帝国秘符
124278,热血街头
98093,痞子英雄之全面开战
175938,血滴子
403175,初到东京
331053,南泥湾
331055,负二代
372479,无人区
389136,天注定 东莞选妃片段
76378,月满轩尼诗
111307,关于爱情和那些魔鬼
390450,情人结
141393,二次曝光
399316,神奇
96829,飞天
372061,爸爸去哪儿 制作特辑
184203,快乐到家
342120,前任攻略 爆笑预告
86645,叶问2 宗师传奇
349680,特殊身份
61615,杨门女将之军令如山
351193,时光恋人
351190,大明劫
267901,模特魅影
82439,黄金大劫案
105414,搜索
99045,倩女幽魂
341493,4B青年之4楼B座
103683,匹夫
19478,剑雨
19479,狄仁杰之通天帝国
383806,爸爸去哪儿超长特辑
336582,蝙蝠别墅
345631,四大名捕2 特辑
247366,临终囧事
368882,爸爸去哪儿 电影预告
409800,异度迷局
260113,喜爱夜蒲2
18875,一页台北
18874,全球热恋
68408,逆战
68407,双人床条约
363026,问爱
193809,犀利人妻
236707,金太狼的幸福生活
96538,赛德克·巴莱
110775,绝色武器
18992,不再让你孤单
19355,娜娜的玫瑰战争
356906,天使love
171953,非常完美
219077,囧人之越挠越痒
219078,骇战
19280,戒烟不戒酒
19282,我知女人心
275964,赌约
253368,小时代
265322,潜规则之泡妞团
265323,早见，晚爱
133165,HOLD住爱
133166,恐怖旅馆
68710,杀手欧阳盆栽
18903,热浪球爱战
49568,Hello！树先生
243449,分手合约
361108,花漾
348030,无人区 终极预告
361107,光的棍
85869,杀生
403033,不爱不散
128412,青魇
334147,被偷走的那五年
49552,正·青春
19316,最强喜事
20231,见龙卸甲
287730,特殊身份 预告片
20016,女人不坏
158691,天生爱情狂
219084,四戒
229254,致青春
280923,唇唇欲动
280927,诡魇
144783,做次有钱人
328234,爱·你别走
377791,把乐带回家
225358,大叔，我爱你
326315,逆袭
382958,大话天仙 终极预告
83421,形影不离
362174,甲方乙方
111696,爱的面包魂
93767,我十一
396225,爆3俏娇娃
396226,猛鬼爱情故事
20019,十全九美
20026,大决斗
399979,白发魔女 首曝预告
165385,我的1876
279703,一样的天空
197228,青春荷尔蒙
210338,叶问：终极一战
154271,新妈妈再爱我一次
173609,恋爱三万英尺
176908,一九四二
117045,搞定岳父大人
118873,画皮2
19480,跟我的前妻谈恋爱
278323,摩天轮下的爱(上)
332075,追爱计中计
76103,变节：潜罪犯
388977,人间小团圆 预告
381621,四大名捕2
381624,意外的恋爱时光
193346,暗恋99天
193347,101次求婚
382137,扫毒
109045,大兵小将
275743,三月情流感
87959,婚礼告急
107931,喋血孤城
107934,将爱情进行到底
208112,吴仁宝
406610,硬汉奶爸 预告片
208114,午夜微博
208052,201314
90933,醉后一夜
76373,美丽密令
20274,越光宝盒
227684,钢琴木马
364320,警察故事2013特辑
197655,通俗喜剧
367693,疯狂的石头
382342,警察故事2013
129005,母语
19756,出水芙蓉
19640,我的美女老板
19643,唐伯虎点秋香2
19313,神奇侠侣
19312,新少林寺
174887,宝米恰恰
211740,黑短寿
329929,致命闪玩
105435,车手
18922,鸡排英雄
392041,脱轨时代 预告
270371,双煞
351292,光辉岁月
90934,热爱岛
123757,河东狮吼2
108111,非诚勿扰2
403105,大话天仙
19860,摇摆de婚约
192930,金刚王 预告片
19867,人在囧途
86482,长江七号
19043,关云长
225253,电梯惊魂
183395,非常营救
238175,中国合伙人
332122,正义联盟
185365,厨子戏子痞子 预告
238451,圣诞玫瑰
282237,青春如期
170898,铜雀台
88937,乌龙戏凤2012
88936,巴黎宝贝
247386,倾城
187384,小鱼吃大鱼
400095,猎仇者
124463,请叫我英雄
124465,笔仙
361040,步步追魂
346633,那些五脊六兽的日子
104178,暗战2
108207,前度
67461,白蛇传说
171052,给爸爸的信
252161,夜幕惊魂
404618,狄仁杰之神都龙王 蓝光
404617,天台爱情 蓝光
374547,半熟少女
94934,竞雄女侠秋瑾
349130,逃出生天
211726,无法触碰
213029,爱情银行
366249,蕾丝边缘
336043,重口味
371600,莫陌3
245082,杀戒
18867,窃听风云2
89081,影子爱人
19046,战国
20332,文雀
406084,白日焰火 预告片
100523,飞越老人院
88835,LOVE
88836,倾城之泪
398466,功夫战斗机
373540,房事
409331,李可乐寻人记
346168,风暴 “城市战争”预告
189098,八卦宗师
155937,寒战
19057,刀见笑
19296,叶问前传
255660,反恐行动之血战到底
143867,雨中的树
88842,恋爱恐慌症
69462,玩命狙击
69463,亲家过年
345911,盗剑72小时
276409,小小飞虎队
403024,爸爸去哪儿大电影
87671,双城计中计
272745,肚爸爸生子记
353836,全民目击
358314,澳门风云 预告片
404477,北京爱情故事
88052,神马都是浮云
367861,逃出生天 3D
225114,百家乐翻天
124128,悬赏
67528,精武风云·陈真
96110,恋爱前规则
235184,给野兽献花
255480,小时代2 预告
339740,枕边有张脸
407597,归来 预告片
67451,饭局也疯狂
178745,十二生肖
178744,大上海
170339,王的盛宴
192808,女蛹之人皮嫁衣
123623,非常绑匪
364277,诡拼车
366114,前任攻略 预告片
85446,绣花鞋
257737,甜蜜18岁
206376,止杀令
277033,干掉客户
284717,宫锁沉香
383919,漫话仙游之三仙醉酒
383911,啊朋友还钱
63808,辛亥革命
64316,百年情书
170905,我老公不靠谱
362961,私人订制 观影报告
406833,爱你一生一世
55163,婚前试爱
149061,2013贺岁片大集锦
211601,致青春MV神剪辑
128656,拾荒少年
335342,一起飞
279479,迷离夜
62958,那些年一起追的女孩
67500,机器侠
231902,女人公敌
